Year,Month,Day,Hour,Wind_Speed,Wind_Direction
2021,2,14,11,4.42,134.488
2021,2,14,12,5.43,125.866
2021,2,14,13,5.95,121.122
2021,2,14,14,7.17,118.242
2021,2,14,15,8.12,115.382
2021,2,14,16,8.89,113.675
2021,2,14,17,8.70,114.432
2021,2,14,18,6.89,115.843
2021,2,14,19,6.54,116.02
2021,2,14,20,6.67,114.764
2021,2,14,21,6.69,114.631
2021,2,14,22,6.72,115.411
2021,2,14,23,6.64,119.546
2021,2,15,0,6.42,126.408
2021,2,15,1,6.93,131.959
2021,2,15,2,6.66,142.97
2021,2,15,3,6.23,152.215
2021,2,15,4,5.86,156.043
2021,2,15,5,5.57,158.731
2021,2,15,6,5.39,164.215
2021,2,15,7,4.93,178.574
2021,2,15,8,3.82,198.4
2021,2,15,9,3.90,198.501
2021,2,15,10,6.14,195.543
2021,2,15,11,8.34,187.883
2021,2,15,12,9.35,174.838
2021,2,15,13,9.71,164.339
2021,2,15,14,9.62,157.449
2021,2,15,15,9.40,152.284
2021,2,15,16,8.79,151.859
2021,2,15,17,7.98,153.86
2021,2,15,18,6.07,155.473
2021,2,15,19,5.79,152.979
2021,2,15,20,5.98,146.954
2021,2,15,21,6.26,142.819
2021,2,15,22,6.70,145.016
2021,2,15,23,6.82,153.117
2021,2,16,0,6.96,161.332
2021,2,16,1,6.95,166.969
2021,2,16,2,6.54,169.158
2021,2,16,3,6.16,169.797
2021,2,16,4,6.05,168.471
2021,2,16,5,5.92,170.036
2021,2,16,6,6.10,170.37
2021,2,16,7,6.20,169.413
2021,2,16,8,5.98,166.248
2021,2,16,9,7.11,167.363
2021,2,16,10,10.16,168.461
2021,2,16,11,12.92,167.069
2021,2,16,12,13.72,165.634
2021,2,16,13,14.06,163.652
2021,2,16,14,14.16,163.398
2021,2,16,15,14.02,163.798
2021,2,16,16,13.64,163.49
2021,2,16,17,12.32,159.897
2021,2,16,18,10.44,150.669
2021,2,16,19,10.71,145.962
2021,2,16,20,11.29,145.39
2021,2,16,21,11.82,147.72
2021,2,16,22,12.14,150.75
2021,2,16,23,12.06,153.732
2021,2,17,0,11.90,154.359
2021,2,17,1,12.05,155.913
2021,2,17,2,11.61,160.085
2021,2,17,3,11.38,162.411
2021,2,17,4,10.97,164.5
2021,2,17,5,10.18,166.717
2021,2,17,6,9.44,165.369
2021,2,17,7,9.11,163.977
2021,2,17,8,9.25,160.788
2021,2,17,9,11.62,162.498
2021,2,17,10,13.92,166.632
2021,2,17,11,15.30,171.453
2021,2,17,12,15.86,175.483
2021,2,17,13,16.21,177.422
2021,2,17,14,15.98,179.166
2021,2,17,15,15.42,180.887
2021,2,17,16,14.66,179.182
2021,2,17,17,12.72,172.466
2021,2,17,18,11.00,159.351
2021,2,17,19,11.84,155.352
2021,2,17,20,11.08,155.453
2021,2,17,21,10.58,151.09
2021,2,17,22,9.26,150.582
2021,2,17,23,9.90,149.578
2021,2,18,0,9.40,160.76
2021,2,18,1,4.33,212.823
2021,2,18,2,4.66,235.187
2021,2,18,3,7.04,258.159
2021,2,18,4,6.53,282.052
2021,2,18,5,7.62,295.86
2021,2,18,6,7.83,300.915
2021,2,18,7,7.51,291.187
2021,2,18,8,8.00,265.293
2021,2,18,9,10.64,264.382
2021,2,18,10,13.43,272.487
2021,2,18,11,14.83,281.245
2021,2,18,12,15.77,292.671
2021,2,18,13,13.13,309.318
2021,2,18,14,11.26,317.154
2021,2,18,15,10.79,319.055
2021,2,18,16,11.19,327.744
2021,2,18,17,11.31,338.035
2021,2,18,18,9.76,347.99
2021,2,18,19,9.55,1.36906
2021,2,18,20,10.73,12.3713
2021,2,18,21,11.67,13.1494
2021,2,18,22,11.60,10.9386
2021,2,18,23,10.84,10.1654
2021,2,19,0,10.48,8.31678
2021,2,19,1,11.13,12.5918
2021,2,19,2,10.50,16.3867
2021,2,19,3,9.93,17.039
2021,2,19,4,9.24,20.8621
2021,2,19,5,8.68,25.3279
2021,2,19,6,7.84,29.0292
2021,2,19,7,7.57,29.5192
2021,2,19,8,8.98,31.7748
2021,2,19,9,10.45,40.8852
2021,2,19,10,10.57,50.1334
2021,2,19,11,10.05,54.5401
2021,2,19,12,9.67,58.0156
2021,2,19,13,9.26,55.9984
2021,2,19,14,9.17,57.6824
2021,2,19,15,9.35,55.6788
2021,2,19,16,10.06,55.6916
2021,2,19,17,10.11,60.6631
2021,2,19,18,8.12,66.8937
2021,2,19,19,7.12,72.2647
2021,2,19,20,6.68,73.3218
2021,2,19,21,6.45,69.9818
2021,2,19,22,6.13,68.7866
2021,2,19,23,5.61,79.5132
2021,2,20,0,5.14,94.1798
2021,2,20,1,4.77,87.0683
2021,2,20,2,4.96,88.6015
2021,2,20,3,5.45,80.1221
2021,2,20,4,6.34,79.1382
2021,2,20,5,6.54,79.7416
2021,2,20,6,5.77,83.4105
2021,2,20,7,5.50,78.5205
2021,2,20,8,6.24,76.1692
2021,2,20,9,8.13,77.1783
2021,2,20,10,8.31,81.9075
2021,2,20,11,8.51,89.1023
2021,2,20,12,8.95,93.8314
2021,2,20,13,8.48,91.2032
2021,2,20,14,8.02,95.3191
2021,2,20,15,8.69,91.7903
2021,2,20,16,9.31,89.616
2021,2,20,17,9.64,90.9442
2021,2,20,18,8.13,89.2856
2021,2,20,19,7.04,83.6365
2021,2,20,20,6.99,80.1324
2021,2,20,21,6.86,78.3204
2021,2,20,22,6.99,80.9407
2021,2,20,23,6.98,84.4952
2021,2,21,0,6.92,92.1806
2021,2,21,1,6.33,92.9664
2021,2,21,2,6.21,84.8349
2021,2,21,3,5.52,80.6378
2021,2,21,4,4.97,81.0039
2021,2,21,5,4.95,82.5744
2021,2,21,6,4.89,77.6658
2021,2,21,7,4.08,77.6701
2021,2,21,8,4.60,85.1803
2021,2,21,9,6.14,93.132
2021,2,21,10,6.62,102.811
2021,2,21,11,8.20,109.846
2021,2,21,12,7.98,116.385
2021,2,21,13,8.83,119.922
2021,2,21,14,8.99,117.453
2021,2,21,15,9.71,113.278
2021,2,21,16,10.17,107.611
2021,2,21,17,9.38,103.971
2021,2,21,18,7.67,95.8649
2021,2,21,19,7.28,85.1007
2021,2,21,20,7.63,76.7144
2021,2,21,21,7.70,70.9155
2021,2,21,22,7.91,68.6728
2021,2,21,23,8.37,71.3276
2021,2,22,0,8.50,76.5069
2021,2,22,1,8.08,82.1007
2021,2,22,2,7.32,81.3003
2021,2,22,3,6.72,74.5158
2021,2,22,4,6.33,59.2769
2021,2,22,5,5.94,52.925
2021,2,22,6,5.61,55.587
2021,2,22,7,5.44,60.6696
2021,2,22,8,5.90,66.2935
2021,2,22,9,7.05,69.7755
2021,2,22,10,8.30,73.0071
2021,2,22,11,9.44,80.0149
2021,2,22,12,10.01,86.0217
2021,2,22,13,10.28,100.749
2021,2,22,14,10.46,106.267
2021,2,22,15,10.77,103.801
2021,2,22,16,10.97,95.8903
2021,2,22,17,10.85,86.8057
2021,2,22,18,9.86,75.8897
2021,2,22,19,10.49,69.0935
2021,2,22,20,10.87,68.5954
2021,2,22,21,10.38,69.4918
2021,2,22,22,9.33,66.9299
2021,2,22,23,8.61,61.8597
2021,2,23,0,9.15,62.4667
2021,2,23,1,8.85,62.53
2021,2,23,2,7.84,60.2537
2021,2,23,3,8.22,66.1874
2021,2,23,4,7.57,61.3929
2021,2,23,5,7.61,58.6342
2021,2,23,6,7.26,56.356
2021,2,23,7,6.99,54.7697
2021,2,23,8,8.17,55.4792
2021,2,23,9,10.49,61.09
2021,2,23,10,11.28,68.1326
2021,2,23,11,11.48,75.9
2021,2,23,12,11.32,84.4659
2021,2,23,13,10.73,92.5874
2021,2,23,14,10.51,99.231
2021,2,23,15,11.25,102.978
2021,2,23,16,11.62,106.127
2021,2,23,17,11.50,96.667
2021,2,23,18,9.63,77.8314
2021,2,23,19,9.39,65.9888
2021,2,23,20,9.29,64.3435
2021,2,23,21,9.33,67.0837
2021,2,23,22,9.59,68.7457
2021,2,23,23,10.09,68.6166
2021,2,24,0,9.87,72.1817
2021,2,24,1,8.44,83.5296
2021,2,24,2,7.59,87.3943
2021,2,24,3,7.08,94.2994
2021,2,24,4,7.03,101.921
2021,2,24,5,6.57,105.156
2021,2,24,6,6.28,108.237
2021,2,24,7,6.02,111.495
2021,2,24,8,6.73,116.098
2021,2,24,9,7.90,120.724
2021,2,24,10,8.45,127.933
2021,2,24,11,9.05,137.353
2021,2,24,12,10.00,146.219
2021,2,24,13,10.23,148.371
2021,2,24,14,10.56,154.342
2021,2,24,15,10.46,157.787
2021,2,24,16,10.13,161.345
2021,2,24,17,9.61,155.193
2021,2,24,18,8.85,134.938
2021,2,24,19,11.57,130.472
2021,2,24,20,12.31,136.27
2021,2,24,21,8.89,153.291
2021,2,24,22,4.98,196.679
2021,2,24,23,4.33,203.787
2021,2,25,0,4.37,186.015
2021,2,25,1,0.44,267.648
2021,2,25,2,2.21,305.762
2021,2,25,3,7.74,313.71
2021,2,25,4,13.43,331.085
2021,2,25,5,14.67,342.544
2021,2,25,6,13.33,346.561
2021,2,25,7,12.06,348.465
2021,2,25,8,13.21,351.115
2021,2,25,9,13.85,353.843
2021,2,25,10,13.86,357.17
2021,2,25,11,14.09,357.811
2021,2,25,12,14.06,354.528
2021,2,25,13,13.61,346.875
2021,2,25,14,13.52,342.499
2021,2,25,15,13.30,340.492
2021,2,25,16,13.27,341.399
2021,2,25,17,13.09,344.087
2021,2,25,18,11.38,349.749
2021,2,25,19,11.24,354.019
2021,2,25,20,11.02,358.456
2021,2,25,21,10.28,0.627836
2021,2,25,22,8.82,0.107482
2021,2,25,23,7.04,356.97
2021,2,26,0,5.94,346.168
2021,2,26,1,6.06,336.549
2021,2,26,2,6.62,324.885
2021,2,26,3,7.20,321.516
2021,2,26,4,7.96,321.204
2021,2,26,5,8.45,321.75
2021,2,26,6,8.53,322.698
2021,2,26,7,8.16,322.939
2021,2,26,8,7.64,327.27
2021,2,26,9,8.86,334.395
2021,2,26,10,11.65,346.349
2021,2,26,11,11.55,348.805
2021,2,26,12,10.71,349.226
2021,2,26,13,9.64,347.781
2021,2,26,14,8.93,346.133
2021,2,26,15,8.54,347.921
2021,2,26,16,8.34,352.234
2021,2,26,17,8.15,359.193
2021,2,26,18,6.49,8.80375
2021,2,26,19,6.37,14.7665
2021,2,26,20,6.61,18.3903
2021,2,26,21,6.52,17.7293
2021,2,26,22,6.15,14.1463
2021,2,26,23,5.99,7.75388
2021,2,27,0,5.91,3.44635
2021,2,27,1,5.72,3.86382
2021,2,27,2,5.32,1.3682
2021,2,27,3,4.97,359.767
2021,2,27,4,4.69,354.157
2021,2,27,5,4.39,344.373
2021,2,27,6,4.32,337.621
2021,2,27,7,4.19,332.438
2021,2,27,8,3.16,341.696
2021,2,27,9,3.60,6.62321
2021,2,27,10,5.09,25.3559
2021,2,27,11,4.44,28.6916
2021,2,27,12,3.64,29.6846
2021,2,27,13,3.73,33.1299
2021,2,27,14,4.23,35.6654
2021,2,27,15,4.97,40.6014
2021,2,27,16,5.87,50.5706
2021,2,27,17,6.74,59.9028
2021,2,27,18,6.82,68.1084
2021,2,27,19,7.41,73.5053
2021,2,27,20,8.00,79.6276
2021,2,27,21,8.05,85.1776
2021,2,27,22,7.61,91.4844
2021,2,27,23,6.99,98.4419
2021,2,28,0,6.49,107.889
2021,2,28,1,6.95,125.492
2021,2,28,2,7.15,134.271
2021,2,28,3,7.47,135.058
2021,2,28,4,7.50,140.16
2021,2,28,5,8.02,145.326
2021,2,28,6,8.31,149.105
2021,2,28,7,8.34,152.311
2021,2,28,8,8.97,153.382
2021,2,28,9,11.71,155.827
2021,2,28,10,13.77,157.534
2021,2,28,11,15.26,158.548
2021,2,28,12,16.21,159.745
2021,2,28,13,17.86,160.679
2021,2,28,14,18.09,161.542
2021,2,28,15,17.76,161.237
2021,2,28,16,17.36,161.383
2021,2,28,17,16.34,160.646
2021,2,28,18,13.76,154.299
2021,2,28,19,13.30,152.496
2021,2,28,20,13.01,154.134
2021,2,28,21,13.11,152.498
2021,2,28,22,13.44,151.909
2021,2,28,23,14.20,151.31
2021,3,1,0,14.11,155.78
2021,3,1,1,13.03,163.066
2021,3,1,2,10.79,168.839
2021,3,1,3,8.94,168.89
2021,3,1,4,7.75,168.159
2021,3,1,5,7.20,174.913
2021,3,1,6,6.77,184.427
2021,3,1,7,5.93,194.47
2021,3,1,8,5.23,196.772
2021,3,1,9,6.10,198.935
2021,3,1,10,6.90,212.359
2021,3,1,11,7.43,230.624
2021,3,1,12,8.40,246.557
2021,3,1,13,9.77,250.22
2021,3,1,14,9.64,258.921
2021,3,1,15,9.03,266.767
2021,3,1,16,8.48,278.233
2021,3,1,17,8.20,294.012
2021,3,1,18,7.15,317.203
2021,3,1,19,7.65,333.38
2021,3,1,20,7.77,343.45
2021,3,1,21,7.83,354.661
2021,3,1,22,9.33,8.85863
2021,3,1,23,10.36,16.9631
2021,3,2,0,9.57,17.0387
2021,3,2,1,8.69,16.9377
2021,3,2,2,7.48,15.6181
2021,3,2,3,6.82,16.4287
2021,3,2,4,7.13,16.1843
2021,3,2,5,7.24,9.90466
2021,3,2,6,7.25,5.05792
2021,3,2,7,6.94,5.72358
2021,3,2,8,6.88,12.3074
2021,3,2,9,8.39,23.1533
2021,3,2,10,10.30,31.8763
2021,3,2,11,11.07,32.7427
2021,3,2,12,11.15,30.2444
2021,3,2,13,10.96,35.1948
2021,3,2,14,10.41,34.2023
2021,3,2,15,10.88,29.1106
2021,3,2,16,11.34,31.3876
2021,3,2,17,11.58,42.8601
2021,3,2,18,9.60,50.7224
2021,3,2,19,8.94,56.0928
2021,3,2,20,8.53,58.1553
2021,3,2,21,7.87,57.85
2021,3,2,22,7.39,55.3854
2021,3,2,23,7.33,53.1279
2021,3,3,0,7.26,51.8488
2021,3,3,1,7.26,44.1143
2021,3,3,2,7.46,43.1246
2021,3,3,3,7.32,41.4025
2021,3,3,4,7.32,44.0496
2021,3,3,5,7.59,49.9395
2021,3,3,6,7.83,52.8271
2021,3,3,7,7.56,55.3394
2021,3,3,8,8.54,60.3741
2021,3,3,9,10.70,65.4542
2021,3,3,10,11.19,71.5599
2021,3,3,11,11.04,75.8672
2021,3,3,12,11.07,76.1831
2021,3,3,13,10.97,82.9565
2021,3,3,14,10.99,89.7169
2021,3,3,15,11.06,95.503
2021,3,3,16,11.60,100.89
2021,3,3,17,12.02,103.651
2021,3,3,18,10.25,101.756
2021,3,3,19,10.13,100.007
2021,3,3,20,10.14,99.7763
2021,3,3,21,9.85,100.93
2021,3,3,22,9.33,102.564
2021,3,3,23,8.97,102.971
2021,3,4,0,8.73,103.275
2021,3,4,1,8.40,116.211
2021,3,4,2,7.99,124.861
2021,3,4,3,8.07,132.343
2021,3,4,4,8.23,141.149
2021,3,4,5,8.30,146.196
2021,3,4,6,8.57,148.061
2021,3,4,7,8.54,147.439
2021,3,4,8,8.78,151.067
2021,3,4,9,9.76,160.717
2021,3,4,10,10.20,170.003
2021,3,4,11,10.81,173.965
2021,3,4,12,11.72,175.634
2021,3,4,13,13.35,177.945
2021,3,4,14,14.14,180.643
2021,3,4,15,14.33,183.185
2021,3,4,16,14.10,185.477
2021,3,4,17,12.52,183.667
2021,3,4,18,9.86,170.874
2021,3,4,19,9.78,160.993
2021,3,4,20,10.59,157.682
2021,3,4,21,11.86,158.185
2021,3,4,22,12.65,162.828
2021,3,4,23,12.67,167.642
2021,3,5,0,11.25,176.618
2021,3,5,1,7.17,208.983
2021,3,5,2,6.61,243.89
2021,3,5,3,7.10,270.158
2021,3,5,4,8.82,294.016
2021,3,5,5,12.96,327.195
2021,3,5,6,14.65,342.243
2021,3,5,7,14.40,345.351
2021,3,5,8,15.93,348.646
2021,3,5,9,15.88,353.044
2021,3,5,10,15.71,356.485
2021,3,5,11,15.42,359.386
2021,3,5,12,14.69,1.41285
2021,3,5,13,14.29,2.15981
2021,3,5,14,13.86,1.86026
2021,3,5,15,13.67,3.18795
2021,3,5,16,13.81,5.40417
2021,3,5,17,13.73,8.25554
2021,3,5,18,11.89,10.5249
2021,3,5,19,11.57,11.9333
2021,3,5,20,11.12,11.7335
2021,3,5,21,10.78,8.81984
2021,3,5,22,10.45,5.42323
2021,3,5,23,10.18,2.30143
2021,3,6,0,9.68,358.804
2021,3,6,1,9.31,353.853
2021,3,6,2,9.21,351.577
2021,3,6,3,8.98,352.239
2021,3,6,4,8.79,353.594
2021,3,6,5,8.62,356.259
2021,3,6,6,8.46,359.185
2021,3,6,7,8.44,359.771
2021,3,6,8,9.87,3.54744
2021,3,6,9,12.54,11.0663
2021,3,6,10,12.45,14.9536
2021,3,6,11,11.49,16.4218
2021,3,6,12,10.78,17.1065
2021,3,6,13,10.24,13.8748
2021,3,6,14,10.07,12.7185
2021,3,6,15,9.51,14.6332
2021,3,6,16,8.94,17.9028
2021,3,6,17,8.28,22.7055
2021,3,6,18,6.81,27.5607
2021,3,6,19,6.49,30.9351
2021,3,6,20,6.48,31.0249
2021,3,6,21,6.07,28.9553
2021,3,6,22,5.64,22.7103
2021,3,6,23,5.34,12.7286
2021,3,7,0,5.16,1.43621
2021,3,7,1,4.94,350.331
2021,3,7,2,5.19,341.398
2021,3,7,3,5.39,339.055
2021,3,7,4,5.35,337.353
2021,3,7,5,5.53,339.074
2021,3,7,6,5.67,343.413
2021,3,7,7,5.45,348.115
2021,3,7,8,4.97,358.846
2021,3,7,9,5.78,15.3012
2021,3,7,10,6.30,27.5367
2021,3,7,11,5.40,29.6604
2021,3,7,12,4.65,28.3147
2021,3,7,13,4.14,30.6288
2021,3,7,14,3.68,35.206
2021,3,7,15,3.29,41.9408
2021,3,7,16,3.47,56.8742
2021,3,7,17,4.22,72.2489
2021,3,7,18,5.03,81.0231
2021,3,7,19,5.96,84.3868
2021,3,7,20,6.66,89.4559
2021,3,7,21,6.87,97.6918
2021,3,7,22,6.76,106.339
2021,3,7,23,6.74,113.681
2021,3,8,0,6.90,121.31
2021,3,8,1,7.17,132.847
2021,3,8,2,6.99,139.08
2021,3,8,3,6.98,143.161
2021,3,8,4,7.00,145.943
2021,3,8,5,6.85,148.967
2021,3,8,6,6.83,149.606
2021,3,8,7,6.73,151.775
2021,3,8,8,6.52,155.487
2021,3,8,9,7.44,162.021
2021,3,8,10,8.18,171.763
2021,3,8,11,8.60,183.393
2021,3,8,12,8.85,193.895
2021,3,8,13,9.35,200.165
2021,3,8,14,9.72,204.251
2021,3,8,15,9.40,207.636
2021,3,8,16,8.83,207.882
2021,3,8,17,8.27,202.424
2021,3,8,18,6.49,185.308
2021,3,8,19,7.14,170.663
2021,3,8,20,8.58,163.201
2021,3,8,21,9.75,162.917
2021,3,8,22,10.19,165.658
2021,3,8,23,10.00,170.078
2021,3,9,0,9.46,174.94
2021,3,9,1,8.34,175.74
2021,3,9,2,8.13,177.423
2021,3,9,3,7.86,178.265
2021,3,9,4,7.82,178.126
2021,3,9,5,7.61,181.237
2021,3,9,6,5.46,190.429
2021,3,9,7,1.36,246.395
2021,3,9,8,3.47,345.947
2021,3,9,9,5.47,349.579
2021,3,9,10,5.79,340.795
2021,3,9,11,4.22,330.032
2021,3,9,12,3.04,315.736
2021,3,9,13,2.08,325.366
2021,3,9,14,2.09,349.138
2021,3,9,15,2.57,19.4721
2021,3,9,16,3.86,39.0226
2021,3,9,17,5.64,54.1542
2021,3,9,18,7.20,61.5953
2021,3,9,19,9.36,60.6986
2021,3,9,20,11.73,58.5337
2021,3,9,21,12.41,60.5083
2021,3,9,22,11.56,64.3841
2021,3,9,23,10.55,67.3253
2021,3,10,0,9.34,69.4038
2021,3,10,1,8.34,52.6478
2021,3,10,2,8.57,41.2718
2021,3,10,3,8.66,37.5288
2021,3,10,4,8.32,44.595
2021,3,10,5,7.81,48.4296
2021,3,10,6,7.61,50.2878
2021,3,10,7,7.20,51.3953
2021,3,10,8,8.01,51.1346
2021,3,10,9,10.44,55.0888
2021,3,10,10,11.27,61.2495
2021,3,10,11,11.60,69.8571
2021,3,10,12,11.11,76.9523
2021,3,10,13,11.05,84.9255
2021,3,10,14,10.55,87.0802
2021,3,10,15,10.68,88.9472
2021,3,10,16,11.07,93.0296
2021,3,10,17,11.46,94.751
2021,3,10,18,9.74,91.3385
2021,3,10,19,9.45,85.6252
2021,3,10,20,9.91,81.0375
2021,3,10,21,10.06,79.9503
2021,3,10,22,9.82,80.9903
2021,3,10,23,9.04,81.4089
2021,3,11,0,8.32,83.7586
2021,3,11,1,8.16,93.796
2021,3,11,2,7.68,103.42
2021,3,11,3,7.45,112.327
2021,3,11,4,7.05,114.357
2021,3,11,5,6.26,107.321
2021,3,11,6,5.77,90.0428
2021,3,11,7,5.34,78.1357
2021,3,11,8,4.93,88.3857
2021,3,11,9,5.91,112.519
2021,3,11,10,7.46,128.073
2021,3,11,11,9.30,138.114
2021,3,11,12,10.59,146.89
2021,3,11,13,12.34,154.239
2021,3,11,14,13.55,159.469
2021,3,11,15,14.38,163.209
2021,3,11,16,14.52,165.311
2021,3,11,17,13.73,165.855
2021,3,11,18,10.91,157.879
2021,3,11,19,10.79,153.536
2021,3,11,20,11.33,155.203
2021,3,11,21,12.21,159.12
2021,3,11,22,12.76,163.211
2021,3,11,23,12.95,167.382
2021,3,12,0,12.74,172.385
2021,3,12,1,12.56,174.309
2021,3,12,2,12.15,178.84
2021,3,12,3,11.71,180.842
2021,3,12,4,11.29,180.862
2021,3,12,5,10.89,181.822
2021,3,12,6,10.48,184.596
2021,3,12,7,10.05,189.733
2021,3,12,8,10.04,197.14
2021,3,12,9,13.58,208.959
2021,3,12,10,17.88,216.816
2021,3,12,11,21.36,217.241
2021,3,12,12,22.93,218.168
2021,3,12,13,22.86,220.665
2021,3,12,14,22.77,222.674
2021,3,12,15,22.46,226.96
2021,3,12,16,21.53,233.243
2021,3,12,17,17.55,241.499
2021,3,12,18,12.45,251.571
2021,3,12,19,10.42,264.459
2021,3,12,20,10.48,297.063
2021,3,12,21,19.72,351.788
2021,3,12,22,16.08,3.06433
2021,3,12,23,13.51,3.92254
2021,3,13,0,13.53,3.15675
2021,3,13,1,14.13,358.924
2021,3,13,2,13.13,0.875545
2021,3,13,3,12.39,4.78539
2021,3,13,4,11.36,6.09846
2021,3,13,5,9.30,6.94346
2021,3,13,6,6.88,6.75615
2021,3,13,7,5.00,1.44339
2021,3,13,8,5.65,2.39174
2021,3,13,9,7.97,16.4232
2021,3,13,10,7.87,20.927
2021,3,13,11,6.62,22.5856
2021,3,13,12,5.85,21.17
2021,3,13,13,6.01,16.5232
2021,3,13,14,6.04,14.6832
2021,3,13,15,6.03,17.2729
2021,3,13,16,6.22,25.056
2021,3,13,17,6.45,34.9757
2021,3,13,18,5.98,42.5152
2021,3,13,19,6.29,46.5117
2021,3,13,20,6.96,47.1228
2021,3,13,21,7.26,46.2726
2021,3,13,22,7.05,45.2311
2021,3,13,23,6.46,45.2234
2021,3,14,0,5.76,43.5066
2021,3,14,1,5.59,35.1118
2021,3,14,2,5.25,29.4569
2021,3,14,3,4.85,29.2351
2021,3,14,4,4.40,29.0474
2021,3,14,5,4.02,32.0866
2021,3,14,6,3.90,32.3666
2021,3,14,7,3.09,32.3841
2021,3,14,8,2.32,47.7921
2021,3,14,9,2.59,76.359
2021,3,14,10,3.39,93.5651
2021,3,14,11,3.51,109.61
2021,3,14,12,3.57,118.618
2021,3,14,13,3.11,114.832
2021,3,14,14,3.31,117.864
2021,3,14,15,3.80,120.429
2021,3,14,16,4.23,123.912
2021,3,14,17,4.89,122.375
2021,3,14,18,5.50,119.527
2021,3,14,19,6.15,117.902
2021,3,14,20,6.76,116.64
2021,3,14,21,6.87,113.325
2021,3,14,22,7.02,114.482
2021,3,14,23,7.19,116.871
2021,3,15,0,7.26,119.163
2021,3,15,1,7.04,127.715
2021,3,15,2,6.91,132.208
2021,3,15,3,7.15,139.499
2021,3,15,4,7.95,144.024
2021,3,15,5,8.66,146.734
2021,3,15,6,9.31,150.259
2021,3,15,7,9.35,155.98
2021,3,15,8,9.56,163.962
2021,3,15,9,11.15,170.528
2021,3,15,10,11.71,169.846
2021,3,15,11,12.21,166.825
2021,3,15,12,12.91,164.861
2021,3,15,13,13.10,164.133
2021,3,15,14,13.08,164.973
2021,3,15,15,12.97,164.751
2021,3,15,16,12.74,163.276
2021,3,15,17,12.42,157.96
2021,3,15,18,10.89,145.826
2021,3,15,19,11.19,140.059
2021,3,15,20,11.68,140.857
2021,3,15,21,11.84,143.192
2021,3,15,22,11.86,145.612
2021,3,15,23,11.86,147.281
2021,3,16,0,11.41,149.948
2021,3,16,1,10.26,154.149
2021,3,16,2,9.77,157.574
2021,3,16,3,9.47,158.925
2021,3,16,4,9.76,160.183
2021,3,16,5,9.79,161.714
2021,3,16,6,9.67,163.402
2021,3,16,7,8.85,165.612
2021,3,16,8,8.48,171.73
2021,3,16,9,9.62,180.087
2021,3,16,10,10.27,187.133
2021,3,16,11,10.88,188.111
2021,3,16,12,11.33,191.666
2021,3,16,13,10.40,201.456
2021,3,16,14,10.26,205.117
2021,3,16,15,9.98,205.754
2021,3,16,16,8.94,203.135
2021,3,16,17,7.66,195.238
2021,3,16,18,6.15,168.364
2021,3,16,19,7.70,151.281
2021,3,16,20,9.57,149.779
2021,3,16,21,10.40,154.552
2021,3,16,22,10.53,158.949
2021,3,16,23,10.52,161.292
2021,3,17,0,10.51,162.689
2021,3,17,1,11.92,161.207
2021,3,17,2,11.91,162.909
2021,3,17,3,11.87,164.962
2021,3,17,4,11.39,166.73
2021,3,17,5,10.33,170.843
2021,3,17,6,8.84,175.757
2021,3,17,7,7.10,186.006
2021,3,17,8,6.10,212.279
2021,3,17,9,9.70,234.006
2021,3,17,10,12.59,228.767
2021,3,17,11,14.68,221.089
2021,3,17,12,16.45,220.732
2021,3,17,13,16.02,221.823
2021,3,17,14,15.46,225.889
2021,3,17,15,14.63,228.021
2021,3,17,16,13.53,230.544
2021,3,17,17,11.60,229.613
2021,3,17,18,8.46,215.145
2021,3,17,19,7.90,202.334
2021,3,17,20,7.73,196.072
2021,3,17,21,7.59,192.288
2021,3,17,22,7.25,192.38
2021,3,17,23,6.91,193.974
2021,3,18,0,6.38,199.161
2021,3,18,1,5.60,188.97
2021,3,18,2,5.00,192.389
2021,3,18,3,4.71,197.993
2021,3,18,4,4.92,205.469
2021,3,18,5,5.64,213.595
2021,3,18,6,6.61,223.161
2021,3,18,7,6.86,226.756
2021,3,18,8,7.16,225.094
2021,3,18,9,11.13,228.898
2021,3,18,10,14.79,234.241
2021,3,18,11,16.77,234.667
2021,3,18,12,17.26,232.986
2021,3,18,13,15.98,233.812
2021,3,18,14,14.50,233.032
2021,3,18,15,13.62,233.693
2021,3,18,16,12.65,235.423
2021,3,18,17,11.39,237.076
2021,3,18,18,8.22,229.599
2021,3,18,19,6.29,224.481
2021,3,18,20,5.14,221.611
2021,3,18,21,3.37,236.818
2021,3,18,22,3.83,332.43
2021,3,18,23,7.96,7.53131
2021,3,19,0,8.99,19.9424
2021,3,19,1,8.81,27.3709
2021,3,19,2,8.12,24.9873
2021,3,19,3,7.45,24.6352
2021,3,19,4,7.53,22.5123
2021,3,19,5,7.05,21.4154
2021,3,19,6,6.55,19.2988
2021,3,19,7,5.49,21.7896
2021,3,19,8,5.93,33.1201
2021,3,19,9,7.16,52.2242
2021,3,19,10,7.52,73.6437
2021,3,19,11,7.09,96.6736
2021,3,19,12,6.00,116.506
2021,3,19,13,4.11,141.464
2021,3,19,14,4.00,160.143
2021,3,19,15,4.30,163.705
2021,3,19,16,5.58,150.066
2021,3,19,17,7.29,132.965
2021,3,19,18,9.41,112.84
2021,3,19,19,11.14,104.444
2021,3,19,20,11.62,90.7302
2021,3,19,21,12.54,70.1575
2021,3,19,22,13.12,58.1525
